,instrument_1,instrument_2,distance_corr
1232,41,44,0.3279127594022638
894,22,48,0.3275288374127395
267,5,33,0.32643253526443156
278,5,44,0.3262976971507818
973,25,49,0.32611282964341043
836,20,47,0.32519478360838144
479,10,35,0.32460791239460873
1094,31,41,0.32459168651140174
801,19,42,0.3243923060893834
843,21,25,0.32390889775996495
1252,43,49,0.3235935370410204
416,9,12,0.3234034279559823
1133,33,45,0.32313280859049825
92,1,44,0.32280385723801797
516,11,33,0.32246919429647775
972,25,48,0.32210521883966087
1136,33,48,0.3218598105299311
963,25,39,0.32160428168701083
750,18,22,0.321497633153488
1115,32,44,0.32148222257559533
356,7,35,0.32087912185339795
600,13,42,0.3205668495475305
885,22,39,0.31980427997559274
41,0,42,0.3197474224243264
649,15,20,0.3192256042705774
311,6,33,0.31908891074651397
525,11,42,0.318961815936054
187,3,44,0.3179057317112182
189,3,46,0.31776294635048735
237,4,48,0.3172350229662857
802,19,43,0.317143754314949
360,7,39,0.31630370184106177
115,2,19,0.3157211235223081
355,7,34,0.31569544926340326
1078,30,44,0.3154811900898989
1230,41,42,0.31532043664070963
446,9,42,0.31482244779972024
1224,40,45,0.31450570011163453
881,22,35,0.3144669327545906
53,1,5,0.31424267704638664
1244,42,48,0.31363866672195423
95,1,47,0.31327862085975516
591,13,33,0.31286286716854017
974,25,50,0.3124004556537357
805,19,46,0.3119619258367748
842,21,24,0.31166793115731267
562,12,41,0.31061239810335173
876,22,30,0.3105868682177272
127,2,31,0.3105534637868307
953,25,29,0.309680965541552
117,2,21,0.309083691480602
243,5,9,0.30869201865352236
435,9,31,0.3078062806516546
1137,33,49,0.3077943499007146
1089,31,36,0.30757178624730774
1102,31,49,0.3072549002301304
410,8,47,0.30682710505488253
63,1,15,0.30604064630270683
875,22,29,0.3057094952842714
1217,39,48,0.3051286568420425
540,12,19,0.30399504877158634
598,13,40,0.3038463539752059
325,6,47,0.3036090275993854
139,2,43,0.3028868464109144
1073,30,39,0.3027037352731081
180,3,37,0.3021603377545863
32,0,33,0.3021269851173715
313,6,35,0.30210028828870117
344,7,23,0.30174368813429087
153,3,10,0.3016786972047575
557,12,36,0.30100526107358827
254,5,20,0.3006089916151157
1122,33,34,0.3004824296587791
1253,43,50,0.29997149563926784
132,2,36,0.29919895991359513
137,2,41,0.2991349556050053
856,21,38,0.2989952765181539
1074,30,40,0.2989745756376215
463,10,19,0.29792635728686195
970,25,46,0.29751722597908986
293,6,15,0.29744886929252523
120,2,24,0.29730178826846143
962,25,38,0.2971141618774472
932,24,33,0.2964918084145083
265,5,31,0.29606903616972435
295,6,17,0.29525397026195777
916,23,43,0.2949714666119513
872,22,26,0.29474852449016686
752,18,24,0.29468793062411935
1159,35,40,0.2945372785139763
211,4,22,0.2945313119576207
857,21,39,0.2935986767075839
929,24,30,0.2922453784786868
1085,31,32,0.29213779217389535
338,7,17,0.29151760425135564
1138,33,50,0.29149683694663653
656,15,27,0.2902174728666477
901,23,28,0.2900970866416931
330,7,9,0.28989698731684627
648,15,19,0.28956750510873963
659,15,30,0.28873597002918416
1104,32,33,0.28834670725697725
322,6,44,0.2883315805155303
249,5,15,0.28817254602214176
1175,36,42,0.2876382760620743
1194,37,48,0.28749946243674934
1035,28,42,0.28692567009974673
275,5,41,0.28656747783086006
345,7,24,0.2852373675588283
1011,27,40,0.2847357390632571
100,2,4,0.2840677474178875
396,8,33,0.28388345868257964
444,9,40,0.28387601686315383
150,3,7,0.28365928118067213
451,9,47,0.2835869641198998
1004,27,33,0.2826681600841357
341,7,20,0.2823766709553898
55,1,7,0.28189080578608683
979,26,31,0.28178341754941977
348,7,27,0.2815757824471279
539,12,18,0.2811916262492781
448,9,44,0.28104947442668354
491,10,47,0.28098866882277945
88,1,40,0.28086250649389394
981,26,33,0.2807240210763527
1265,46,47,0.28065902195274395
505,11,22,0.27956223673218217
143,2,47,0.27949327650162686
212,4,23,0.2793726400353888
1209,39,40,0.27925261714174426
1269,47,48,0.27907242778830704
958,25,34,0.2785874502563398
911,23,38,0.27793045400017136
655,15,26,0.2771454353534713
829,20,40,0.2769200772279215
122,2,26,0.27671197631495803
339,7,18,0.27657621266895005
174,3,31,0.27620864126398964
677,15,48,0.27605903012234356
36,0,37,0.27593504823427595
665,15,36,0.27553309574550305
727,17,31,0.2754574009771714
158,3,15,0.274864386715952
407,8,44,0.27480481465960654
1103,31,50,0.2745900430289595
113,2,17,0.27442713681729214
20,0,21,0.2732904002235932
822,20,33,0.2732867400761043
796,19,37,0.2732552106670606
1108,32,37,0.27246092796677757
934,24,35,0.27165817488725597
913,23,40,0.27052675958450145
653,15,24,0.269791116478899
852,21,34,0.2697274501536743
271,5,37,0.2695472509732348
742,17,46,0.2695173275585649
1113,32,42,0.2695166690598964
945,24,46,0.2694037569169842
70,1,22,0.2694007939725119
1227,40,48,0.2692986178756859
873,22,27,0.26903338126344134
1092,31,39,0.2689219564447618
15,0,16,0.26850518729904277
1144,34,40,0.2680640972789986
942,24,43,0.26785256295578636
811,20,22,0.2671318903696737
42,0,43,0.2666542102593281
985,26,37,0.26646219702701834
469,10,25,0.26586829720656546
530,11,47,0.2658277943784085
676,15,47,0.26561982235172316
81,1,33,0.2654860898573124
270,5,36,0.26545429404944904
128,2,32,0.26521628429801436
283,5,49,0.2650159179370142
242,5,8,0.26498686065240984
403,8,40,0.2647222494704408
196,4,7,0.26471215199491865
556,12,35,0.2646770166605869
337,7,16,0.264297312904817
126,2,30,0.2641079831313135
736,17,40,0.263421826461985
340,7,19,0.2633171696842754
990,26,42,0.2630812321650859
329,7,8,0.2628994983975059
869,22,23,0.26245572335317335
964,25,40,0.2613487908287217
907,23,34,0.260967478443628
279,5,45,0.25950847214074196
1150,34,46,0.2594032021899045
461,10,17,0.25937163434610355
241,5,7,0.2592137545304057
1187,37,41,0.25919557496908513
405,8,42,0.2577413651222699
790,19,31,0.2576842319751921
1024,28,31,0.2569927202810666
646,15,17,0.25698734827575725
971,25,47,0.2568854941251077
260,5,26,0.25633250681536046
508,11,25,0.2558195186281773
24,0,25,0.25447117342913467
1071,30,37,0.25366064679261713
284,5,50,0.253323070781174
661,15,32,0.2531824373857997
183,3,40,0.2529464557501545
1058,29,44,0.25270178663083454
264,5,30,0.2523176440100746
831,20,42,0.2522610090231595
1091,31,38,0.2518568717857835
369,7,48,0.25173337273225993
1013,27,42,0.25166225518289725
353,7,32,0.251465682141845
144,2,48,0.25117010800514944
666,15,37,0.2508869398379461
670,15,41,0.25060064037089425
248,5,14,0.2504245322043714
768,18,40,0.25037223267433295
247,5,13,0.24977881915008987
1195,37,49,0.24977013533832912
1111,32,40,0.24894192006590074
1026,28,33,0.24837158255176095
799,19,40,0.2482051309319294
259,5,25,0.2478196482519053
1036,28,43,0.24756339904938215
468,10,24,0.24741756586205405
90,1,42,0.24683597550039404
478,10,34,0.24680933039705671
658,15,29,0.24638746530616698
199,4,10,0.24535567206378728
1170,36,37,0.24302533196841117
1184,37,38,0.2430184710091869
347,7,26,0.2419251930422259
917,23,44,0.2416962107803205
385,8,22,0.2416135390418785
332,7,11,0.24068623106045586
520,11,37,0.2405030003456788
235,4,46,0.24030057005935276
155,3,12,0.24029477173614025
378,8,15,0.240085032637595
878,22,32,0.24000772732758327
426,9,22,0.23993886429791328
912,23,39,0.2398858241012941
107,2,11,0.2375900797539123
261,5,27,0.2350670640190527
967,25,43,0.23497119357057272
1201,38,43,0.23474364802857947
1196,37,50,0.23455439480815266
1163,35,44,0.2327117902350162
1211,39,42,0.23235821867215142
523,11,40,0.2322097709102481
988,26,40,0.23209048069985397
4,0,5,0.23206172698167135
685,16,22,0.22995223833631273
619,14,25,0.2294349782848641
362,7,41,0.22938074316057885
1008,27,37,0.22936053109733426
1147,34,43,0.22908443308703053
1212,39,43,0.22863840188079168
772,18,44,0.22727108862020565
527,11,44,0.22683081990824233
114,2,18,0.22590626328311553
1220,40,41,0.22506417416072805
1090,31,37,0.22490951771104375
959,25,35,0.22355321240496387
232,4,43,0.2228876246724771
357,7,36,0.22102637239990672
165,3,22,0.2198473162663823
229,4,40,0.21908241235619363
105,2,9,0.21863973465747874
400,8,37,0.21818317001816098
939,24,40,0.21778085216392878
116,2,20,0.21772412084872314
781,19,22,0.21723224846214648
703,16,40,0.21642718526080126
753,18,25,0.21627783021621796
883,22,37,0.21601118050476356
721,17,25,0.21548014569698426
112,2,16,0.21514205560750221
652,15,23,0.2140674042159287
538,12,17,0.21318819214976747
251,5,17,0.2129984318015631
1173,36,40,0.2129473921579515
262,5,28,0.21104849387988922
943,24,44,0.21060805365153695
1257,44,48,0.2105780618612208
965,25,41,0.2102398637492188
50,1,2,0.2096751692434611
1248,43,45,0.20940261323263995
266,5,32,0.20928189546383277
268,5,34,0.20911758010175943
952,25,28,0.20908502166373832
887,22,41,0.20819878540046413
898,23,25,0.20762958177967414
441,9,37,0.20712328674595007
213,4,24,0.20250104649582945
893,22,47,0.20242009849292228
73,1,25,0.20216953371608207
601,13,43,0.20148091467468662
1141,34,37,0.20114693612464848
1098,31,45,0.20082483784361682
252,5,18,0.20063258501563244
930,24,31,0.19878358353873893
718,17,22,0.1984553276486686
956,25,32,0.19835866340705605
269,5,35,0.19817456596092065
419,9,15,0.19812482180826846
707,16,44,0.19792026597696064
195,4,6,0.1970645704068565
910,23,37,0.19647989715686212
148,3,5,0.19620423400844042
99,2,3,0.19551744247198669
1190,37,44,0.19526249918359787
784,19,25,0.19433790348116364
131,2,35,0.19423840684022473
950,25,26,0.19311079240690315
253,5,19,0.19236005308902743
968,25,44,0.19234462659007462
368,7,47,0.19162767059841457
589,13,31,0.1909899172795577
498,11,15,0.1909310901416972
123,2,27,0.18942919702968453
274,5,40,0.18916602564075075
960,25,36,0.1864967064240818
22,0,23,0.186272246531669
1087,31,34,0.18498983027723648
273,5,39,0.1840805957681501
1127,33,39,0.1838707493598079
645,15,16,0.18325246376844384
168,3,25,0.1815303326067982
85,1,37,0.1804597901017066
871,22,25,0.17968812144301308
104,2,8,0.1779360859446349
882,22,36,0.17782985054569272
1226,40,47,0.17773164715258483
220,4,31,0.1759725464885808
125,2,29,0.17507373512935762
814,20,25,0.17414798413732493
256,5,22,0.17307472011467329
272,5,38,0.1705397201559709
826,20,37,0.16858602760819122
1250,43,47,0.16361941178608191
664,15,35,0.1633790353558655
1030,28,37,0.16295284604705185
647,15,18,0.1586573483972331
954,25,30,0.15782598600906586
1100,31,47,0.15585884287367893
654,15,25,0.14914346915911947
388,8,25,0.1474438063846069
951,25,27,0.14491097786995957
429,9,25,0.13980270844409912
955,25,31,0.13330708803425795
101,2,5,0.12577644438811075
