,instrument_1,instrument_2,distance_corr
598,13,40,0.3342574638478906
1124,33,36,0.3339188879245241
962,25,38,0.3335380429442377
516,11,33,0.33317367522292396
479,10,35,0.3331309666059777
318,6,40,0.3324200106121871
862,21,44,0.33194014805791605
278,5,44,0.33121052183605465
360,7,39,0.3307191715067153
894,22,48,0.3292590150064048
63,1,15,0.32880790246155506
525,11,42,0.32862994297684117
102,2,6,0.32841592916311085
881,22,35,0.32802730307280165
187,3,44,0.3275545517834232
1241,42,45,0.3274487115138762
356,7,35,0.32718729707295247
702,16,39,0.32689989718747314
1185,37,39,0.32686264089177663
95,1,47,0.3264312124597955
1244,42,48,0.32602960696827943
410,8,47,0.3246317794073796
973,25,49,0.32422736168586824
1230,41,42,0.32397349780919205
805,19,46,0.3237693444919461
750,18,22,0.3229842441136269
953,25,29,0.3226227852844259
355,7,34,0.3221441006438713
885,22,39,0.32201634142522834
875,22,29,0.32138634161124396
311,6,33,0.32089052147656794
638,14,44,0.3200175272277279
1137,33,49,0.3193846810840393
552,12,31,0.3191070910629856
876,22,30,0.31910109982885304
904,23,31,0.31898943027602
1252,43,49,0.3188732117717501
446,9,42,0.31855407038032274
540,12,19,0.31820731009429726
801,19,42,0.3175981069185349
852,21,34,0.31724831694995215
189,3,46,0.31704412724854525
132,2,36,0.3161466712838132
856,21,38,0.31605646246445307
648,15,19,0.3158826846246285
243,5,9,0.31553307334210073
923,23,50,0.3150281418694028
1126,33,38,0.3141924844282046
41,0,42,0.3141758014778273
600,13,42,0.3140778208459898
180,3,37,0.3137003770762535
1094,31,41,0.3133104762801308
1133,33,45,0.3132775495670297
562,12,41,0.3129754427049258
972,25,48,0.31226701754145575
463,10,19,0.31192913910981346
263,5,29,0.311827836198637
110,2,14,0.31146548746405683
659,15,30,0.3112798617628758
137,2,41,0.3089219682562694
974,25,50,0.3070188546749009
53,1,5,0.306345202933084
557,12,36,0.30633439202605894
348,7,27,0.3060438137934788
1074,30,40,0.30585196251517804
1011,27,40,0.30561416529060287
922,23,49,0.30521921484617553
656,15,27,0.30515443343139853
609,14,15,0.30476567088037754
127,2,31,0.3037744618767545
591,13,33,0.30356203792322484
1102,31,49,0.303098698093968
1138,33,50,0.3024567639094642
970,25,46,0.3019462885512248
435,9,31,0.30188806197194346
153,3,10,0.3016338371169574
1073,30,39,0.3015314186501699
945,24,46,0.30088681174968546
1217,39,48,0.30087543828146734
325,6,47,0.3003769011678134
55,1,7,0.30037132838220953
265,5,31,0.30013657448220366
1089,31,36,0.299090004833156
1209,39,40,0.2980991624692204
1159,35,40,0.2980438653523726
313,6,35,0.29773426874599834
293,6,15,0.29750979587662796
344,7,23,0.29739683333488043
1253,43,50,0.2971726696340278
802,19,43,0.2966816764373793
330,7,9,0.2965316661948582
139,2,43,0.2964192613129484
254,5,20,0.29575685665596224
857,21,39,0.2939039953983061
341,7,20,0.2936306628384505
120,2,24,0.2933792040076424
1269,47,48,0.2931639396814064
1194,37,48,0.2929432372600366
1175,36,42,0.29289581574730617
407,8,44,0.2924017580160983
32,0,33,0.29210590010720533
932,24,33,0.29199708542251485
345,7,24,0.29123299953128456
655,15,26,0.2906826162098637
295,6,17,0.29058269864178243
70,1,22,0.2903597342928206
88,1,40,0.2899397099106932
873,22,27,0.2896592893926513
113,2,17,0.28928482573598696
1035,28,42,0.2892699861108875
752,18,24,0.28887507353605063
211,4,22,0.2881710572828472
916,23,43,0.2878559509970602
143,2,47,0.2875119612315373
1122,33,34,0.28722644763439137
20,0,21,0.287057990586396
872,22,26,0.28680575884288884
322,6,44,0.286725464289463
1104,32,33,0.286518130442305
1108,32,37,0.28627990220086474
451,9,47,0.286209583993236
122,2,26,0.28591871763003307
665,15,36,0.28542501959400435
396,8,33,0.28522421385706276
677,15,48,0.2844296374168522
958,25,34,0.28384082910070974
1004,27,33,0.2837280344752432
249,5,15,0.28300875616744325
444,9,40,0.28290518877629534
128,2,32,0.2818734280396833
329,7,8,0.2815948279908591
811,20,22,0.2810028701975275
929,24,30,0.28052456463258274
100,2,4,0.2804914227465219
174,3,31,0.2799013382218965
212,4,23,0.2798575268058916
275,5,41,0.2797827283160869
829,20,40,0.27937290911408175
1085,31,32,0.27888581892465397
1265,46,47,0.2780029390748602
468,10,24,0.2775977508227176
491,10,47,0.2771651377994173
403,8,40,0.2770135850515363
338,7,17,0.2766379460478083
1144,34,40,0.2763332889406138
981,26,33,0.2762201390198053
126,2,30,0.2761751308974172
505,11,22,0.27604205848879537
727,17,31,0.27602952277545273
942,24,43,0.27582801513202565
339,7,18,0.2757785662629175
985,26,37,0.2752454269493456
340,7,19,0.2751746486546866
1227,40,48,0.2748464587198117
934,24,35,0.2747797977516763
448,9,44,0.27464997328348106
676,15,47,0.27410664406218543
1092,31,39,0.2739944991942741
1103,31,50,0.2733597512918918
796,19,37,0.2731313085297919
469,10,25,0.27310951930523236
15,0,16,0.273088499471938
353,7,32,0.2728481490078301
1187,37,41,0.2727318575360197
1184,37,38,0.27208530510259965
1071,30,37,0.27175983984599217
556,12,35,0.2714468448513759
530,11,47,0.2707004712121664
661,15,32,0.2691375521508534
1113,32,42,0.2688470928137001
1111,32,40,0.26838436655101605
1058,29,44,0.26778664435593946
979,26,31,0.2675486204057718
822,20,33,0.2666262031137641
971,25,47,0.2666090883117239
150,3,7,0.26653822041778086
271,5,37,0.2662857708867976
241,5,7,0.2651541831836089
913,23,40,0.26493161429748174
539,12,18,0.26437205338176584
901,23,28,0.2637552962964757
1150,34,46,0.2637250665466842
742,17,46,0.2634476935217607
283,5,49,0.2634040450352394
117,2,21,0.26224362888822944
42,0,43,0.26203170865469655
658,15,29,0.2618753419010985
653,15,24,0.2618280629453057
385,8,22,0.2616980740931468
964,25,40,0.2615055853265094
36,0,37,0.26134909402047296
799,19,40,0.26100739832541847
347,7,26,0.2607738385845688
369,7,48,0.2605802796404056
81,1,33,0.26038906165989134
332,7,11,0.2599790987103585
337,7,16,0.25872677285219625
270,5,36,0.25867249975376116
1170,36,37,0.25863555177155756
670,15,41,0.2582930111080055
869,22,23,0.2579619150283131
990,26,42,0.2576175473750517
646,15,17,0.2567470510286312
405,8,42,0.25668439456467
158,3,15,0.25662968744918113
196,4,7,0.2555803246639999
461,10,17,0.25516687528589493
1195,37,49,0.2550205784543546
24,0,25,0.2547239620196342
378,8,15,0.25410839880427927
259,5,25,0.2540561589333
284,5,50,0.25307086540090795
1024,28,31,0.2515475851912829
478,10,34,0.2514495542648684
248,5,14,0.25081708853821694
242,5,8,0.25079053739613216
1013,27,42,0.25033981327760985
831,20,42,0.2500589928588564
1091,31,38,0.2490483509073253
790,19,31,0.24890885523103784
911,23,38,0.24862642156670298
155,3,12,0.24765013682037476
768,18,40,0.2471938468312922
988,26,40,0.24711038472859048
666,15,37,0.2467935141718954
736,17,40,0.2462799349467224
1026,28,33,0.24622972826700523
90,1,42,0.24546929160334477
1163,35,44,0.24510621614329264
721,17,25,0.24381406407261452
426,9,22,0.2433667780889317
878,22,32,0.24314272194670053
907,23,34,0.24268378203182125
508,11,25,0.24254454492211863
523,11,40,0.2424773079918118
967,25,43,0.24160547183164963
1036,28,43,0.24130205758379575
1008,27,37,0.24126731666412984
279,5,45,0.24052274919115163
753,18,25,0.24045879284014898
183,3,40,0.24002631032207059
1212,39,43,0.23917770279880948
959,25,35,0.23906321966327482
199,4,10,0.23878650607447452
520,11,37,0.2383354571293412
1090,31,37,0.23775221854309073
1201,38,43,0.23734400881301335
917,23,44,0.2368710606457669
1147,34,43,0.23466459056465133
1196,37,50,0.23461064498955947
1211,39,42,0.23376701440023145
235,4,46,0.2337354214705815
107,2,11,0.23316171677609834
912,23,39,0.23118318859141815
260,5,26,0.23084558718511897
772,18,44,0.2307155184853877
247,5,13,0.23004661657691722
144,2,48,0.22958710685846326
4,0,5,0.22945817598805116
527,11,44,0.22903626636223615
105,2,9,0.22880507292910937
685,16,22,0.227715551233747
400,8,37,0.22752796081677912
264,5,30,0.2269103444281045
251,5,17,0.22688115260099323
965,25,41,0.22674724351956557
362,7,41,0.22599260639074217
116,2,20,0.22538884957497057
619,14,25,0.22504160002547313
261,5,27,0.22400996199082213
232,4,43,0.22345340942116756
357,7,36,0.2222986421407406
939,24,40,0.22228713070308653
99,2,3,0.22007676235390128
50,1,2,0.2179375970428939
1220,40,41,0.21734108571824334
538,12,17,0.21733157426947242
114,2,18,0.2167871518651097
883,22,37,0.21609178391499667
165,3,22,0.21582936238086828
229,4,40,0.21446291716953353
268,5,34,0.21408340563432754
887,22,41,0.21401666854726217
703,16,40,0.2140048002979149
952,25,28,0.2138526436869436
784,19,25,0.2133748777384136
262,5,28,0.21323718721253127
652,15,23,0.21068208496040866
1173,36,40,0.20953436590533747
1257,44,48,0.20939728291852688
781,19,22,0.20905692218632557
1141,34,37,0.20827417198042222
960,25,36,0.2079581086460946
441,9,37,0.20760983813935463
112,2,16,0.20742909441064664
131,2,35,0.2066967206071637
1248,43,45,0.2060499278672083
943,24,44,0.20582841451915765
195,4,6,0.20498659014516124
898,23,25,0.20448520704548626
419,9,15,0.2038260097336559
73,1,25,0.20273857605575768
956,25,32,0.20265753156392105
930,24,31,0.2021394333752187
968,25,44,0.20206957441992346
1190,37,44,0.20123068252402793
1098,31,45,0.20052024079655112
601,13,43,0.19938903066408814
168,3,25,0.19913935115805273
893,22,47,0.1987199926698448
213,4,24,0.19726348790291706
148,3,5,0.19703939053689762
718,17,22,0.1970356942421897
123,2,27,0.19702312903694683
707,16,44,0.19564404721690767
269,5,35,0.1935777162407566
498,11,15,0.19343038280440694
589,13,31,0.19314352853169214
910,23,37,0.1916778997256902
253,5,19,0.19139493953849981
274,5,40,0.1913201993817746
368,7,47,0.19125394819484087
950,25,26,0.19066617205089567
266,5,32,0.19065562702815286
273,5,39,0.18788280957930995
645,15,16,0.1877598100770293
85,1,37,0.18757483547342976
22,0,23,0.18681178909483048
1087,31,34,0.18663299634606006
252,5,18,0.1862162457627171
125,2,29,0.18413053086645026
1127,33,39,0.18290411631306858
882,22,36,0.18252067022261464
871,22,25,0.18107856468372108
1226,40,47,0.17972245446682367
104,2,8,0.17933974764102656
814,20,25,0.17917612415495784
826,20,37,0.17789290554326645
220,4,31,0.17636970417115685
256,5,22,0.17500669237126226
664,15,35,0.16918623935689725
1030,28,37,0.16583085705167902
272,5,38,0.1641936318410458
1250,43,47,0.16090260967395828
647,15,18,0.1600643565543232
954,25,30,0.15998796356336045
1100,31,47,0.1561358386182663
951,25,27,0.15356281945008285
388,8,25,0.15251449578791118
654,15,25,0.15190489971805557
955,25,31,0.1397099703622145
429,9,25,0.1390231154741385
101,2,5,0.13062191712702878
